0.000000000000000000e+00,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
2.000000000000000042e-03,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
4.000000000000000083e-03,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
6.000000000000000125e-03,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
8.000000000000000167e-03,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
1.000000000000000021e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
1.200000000000000025e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
1.400000000000000029e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
1.600000000000000033e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
1.800000000000000211e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
2.000000000000000042e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
2.199999999999999872e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
2.400000000000000050e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
2.600000000000000228e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
2.800000000000000058e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
2.999999999999999889e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
3.200000000000000067e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
3.400000000000000244e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
3.600000000000000422e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
3.799999999999999906e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
4.000000000000000083e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
4.200000000000000261e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
4.399999999999999745e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
4.599999999999999922e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
4.800000000000000100e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
5.000000000000000278e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
5.200000000000000455e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
5.399999999999999939e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
5.600000000000000117e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
5.800000000000000294e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
5.999999999999999778e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
6.199999999999999956e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
6.400000000000000133e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
6.600000000000000311e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
6.800000000000000488e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
7.000000000000000666e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
7.200000000000000844e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
7.399999999999999634e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
7.599999999999999811e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
7.799999999999999989e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
8.000000000000000167e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
8.200000000000000344e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
8.400000000000000522e-02,1.249592169657422480e-01,6.042264940774541571e-02,1.495772815954910006e-03,5.862606221659549463e-04
